"fy_ef","org_id","org_name","vote_and_statutory","description","authorities","expenditures"
2011,128,"Department of Employment and Social Development","S","The provision of funds for interest payments to lending institutions under the Canada Student Loans Act",6526.00,6526.44
2011,128,"Department of Employment and Social Development","S","The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act",-8475496.00,-8475495.85
2011,128,"Department of Employment and Social Development","S","Transfer Payments in Connection with the Budget Implementation Act",6000000.00,6000000.00
2011,128,"Department of Employment and Social Development","S","Universal Child Care Benefit (Universal Child Care Benefit Act)",2691016827.00,2691016827.00
2011,128,"Department of Employment and Social Development","S","Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility",32573800.00,32573799.59
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs",1,"Operating/Program",1387289273.00,1343312841.00
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs",10,"Grants & Contributions",6371857634.00,6338019045.00
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs",5,"Capital",5102055.00,2054014.00
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Contributions to employee benefit plans",72025681.00,72025681.34
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Court Awards",299565.00,299564.57
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Grant to the Nunatsiavut Government for the implementation of the Labrador Inuit Land Claims Agreement pursuant to the Labrador Inuit Land Claims Agreement Act",36715426.00,36715426.00
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts",77294428.00,77294428.00
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Indian Annuities Treaty payments",1866646.00,1866645.59
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Liabilities in respect of loan guarantees made to Indians for Housing and Economic Development",88623.00,88623.57
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Payment from the Consolidated Revenue Fund of guaranteed loans issued out of the Indian economic development account (authorized limit $60,000,000)",32490796.00,0.00
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Payments to comprehensive claim beneficiaries in compensation for resource royalties",7553204.00,7553203.88
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Refunds of amounts credited to revenues in previous years",1223282.00,1223281.76
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Salary and Motor Car Allowance",77536.00,77536.36
2011,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Spending of proceeds from the disposal of surplus Crown assets",745109.00,352845.99
2011,130,"Department of Industry",1,"Operating/Program",441380244.00,403765189.00
2011,130,"Department of Industry",10,"Grants & Contributions",750345737.00,654278419.00
2011,130,"Department of Industry",5,"Capital",15611312.00,13978234.00
2011,130,"Department of Industry","S","Canadian Intellectual Property Office Revolving Fund",158152609.00,-4987335.30
2011,130,"Department of Industry","S","Canadian Youth Business Foundation",11010400.00,11010400.00
2011,130,"Department of Industry","S","Contributions to employee benefit plans",60297940.00,60297939.60
2011,130,"Department of Industry","S","Contributions under the Knowledge infrastructure program",182771499.00,182771498.90
2011,130,"Department of Industry","S","Grant and Contribution to Genome Canada",55100000.00,55100000.00
2011,130,"Department of Industry","S","Liabilities under the Canada Small Business Financing Act",69360155.00,69360154.66
2011,130,"Department of Industry","S","Liabilities under the Small Business Loan Act",37396.00,37396.01
2011,130,"Department of Industry","S","Refunds of amounts credited to revenues in previous years",852352.00,852352.21
2011,130,"Department of Industry","S","Salary and Motor Car Allowance",81577.00,81577.00
2011,130,"Department of Industry","S","Spending of proceeds from the disposal of surplus Crown assets",494168.00,164354.40
2011,132,"Department of Justice",1,"Operating/Program",323544809.00,284965006.00
2011,132,"Department of Justice",5,"Grants & Contributions",395698536.00,381614514.00
2011,132,"Department of Justice","S","Contributions to employee benefit plans",78266591.00,78266591.20
2011,132,"Department of Justice","S","Refunds of amounts credited to revenues in previous years",84117.00,84117.04
2011,132,"Department of Justice","S","Salary and Motor Car Allowance",77537.00,77536.36
2011,132,"Department of Justice","S","Spending of proceeds from the disposal of surplus Crown assets",19114.00,0.00
2011,133,"Department of National Defence",1,"Operating/Program",15417928462.00,15039558546.00
2011,133,"Department of National Defence",10,"Grants & Contributions",241678002.00,205008428.00
2011,133,"Department of National Defence",5,"Capital",4322834649.00,3255231544.00
2011,133,"Department of National Defence","S","Collection Agency Fees",2534.00,2534.37
2011,133,"Department of National Defence","S","Contributions to employee benefit plans",332628046.00,332628046.00
2011,133,"Department of National Defence","S","Contributions to employee benefit plans (Members of the Military)",1360948151.00,1360948151.00
2011,133,"Department of National Defence","S","Payments to dependants of certain members of the Royal Canadian Air Force killed while serving as instructors under British Commonwealth Air Training Plan (Appropriation Act No. 4, 1968)",44918.00,44917.68
2011,133,"Department of National Defence","S","Payments under Parts I-IV of the Defence Services Pension Continuation Act",811472.00,811471.50
2011,133,"Department of National Defence","S","Payments under the Supplementary Retirement Benefits Act",3881303.00,3881302.84
2011,133,"Department of National Defence","S","Salary and Motor Car Allowance",145055.00,145055.00
2011,133,"Department of National Defence","S","Spending of proceeds from the disposal of surplus Crown assets",37222217.00,20497864.08
2011,134,"Department of Natural Resources",1,"Operating/Program",844592937.00,755418094.00
2011,134,"Department of Natural Resources",10,"Grants & Contributions",1716487961.00,1285909038.00
2011,134,"Department of Natural Resources",5,"Capital",23757713.00,21361585.00
2011,134,"Department of Natural Resources","S","Collection Agency Fees",4614.00,4614.00
2011,134,"Department of Natural Resources","S","Contribution to the Canada/Newfoundland Offshore Petroleum Board",3447813.00,3447812.50
2011,134,"Department of Natural Resources","S","Contribution to the Canada/Nova Scotia Offshore Petroleum Board",2240265.00,2240265.00
2011,134,"Department of Natural Resources","S","Contributions to employee benefit plans",64134812.00,64134811.57
2011,134,"Department of Natural Resources","S","Geomatics Canada Revolving Fund",7557416.00,448096.47
2011,134,"Department of Natural Resources","S","Payments to the Newfoundland Offshore Petroleum Resource Revenue Fund",1059753176.00,1059753176.00
2011,134,"Department of Natural Resources","S","Payments to the Nova Scotia Offshore Revenue Account",157288886.00,157288886.10
2011,134,"Department of Natural Resources","S","Pursuant to section 2146 of the Job and Economic Growth Act, for the divestiture of Atomic Energy of Canada Limited",1740702.00,1740702.00
2011,134,"Department of Natural Resources","S","Refunds of amounts credited to revenues in previous years",43266.00,43265.89
2011,134,"Department of Natural Resources","S","Salary and Motor Car Allowance",77516.00,77516.00
2011,134,"Department of Natural Resources","S","Spending of proceeds from the disposal of surplus Crown assets",748274.00,304742.24
2011,135,"Department of Public Safety and Emergency Preparedness",1,"Operating/Program",152158975.00,141648763.00
2011,135,"Department of Public Safety and Emergency Preparedness",5,"Grants & Contributions",246043792.00,244162360.00
2011,135,"Department of Public Safety and Emergency Preparedness","S","Contributions to employee benefit plans",15676137.00,15676136.42
2011,135,"Department of Public Safety and Emergency Preparedness","S","Salary and Motor Car Allowance",77536.00,77536.36
2011,136,"Department of Public Works and Government Services",1,"Operating/Program",2266031098.00,2175092763.00
2011,136,"Department of Public Works and Government Services",10,"Grants & Contributions",5210000.00,5053348.00
2011,136,"Department of Public Works and Government Services",5,"Capital",509318814.00,489566916.00
2011,136,"Department of Public Works and Government Services",6,"Other",1.00,0.00
2011,136,"Department of Public Works and Government Services",7,"Other",1.00,0.00
2011,136,"Department of Public Works and Government Services","S","Collection Agency Fees",1170.00,1169.69
2011,136,"Department of Public Works and Government Services","S","Consulting and Audit Canada Revolving Fund",2913824.00,2913824.00
2011,136,"Department of Public Works and Government Services","S","Contributions to employee benefit plans",115151728.00,115151728.00
2011,136,"Department of Public Works and Government Services","S","Defence Production Revolving Fund",100000000.00,0.00
2011,136,"Department of Public Works and Government Services","S","Losses on Foreign Exchange",29229.00,29228.66
2011,136,"Department of Public Works and Government Services","S","Optional Services Revolving Fund",40900918.00,2015634.06
2011,136,"Department of Public Works and Government Services","S","Payment in lieu of taxes to municipalities and other taxing authorities",158371.00,158371.00
2011,136,"Department of Public Works and Government Services","S","Real Property Disposition Revolving Fund",464448.00,-6880837.73
2011,136,"Department of Public Works and Government Services","S","Real Property Services Revolving Fund",190033203.00,6092305.42
2011,136,"Department of Public Works and Government Services","S","Refunds of amounts credited to revenues in previous years",649557.00,649556.89
